Object	Pr[possible]	Pr[verylikely]	Pr[likely]	Pr[unlikely]	Pr[veryunlikely]	DS Cost	MajorityVote Cost	NoVote Cost
Ashraf Aman:Ashraf Ali Thanvi	0.1415	0.0	6.0E-5	0.85098	0.00746	0.2579702224	1.2839506172839505	1.3505112869140814
Ashraf Aman:Ashraf Aman Shah	0.0	0.0	1.0	0.0	0.0	0.0	0.5	1.3505112869140814
Ashraf Aman:Ashraf Mohie El Din	0.03643	0.0	0.0	0.8428	0.12076	0.2825566112	1.0600000000000003	1.3505112869140814
Ashraf Aman:Ashraf Pahlavi	0.01607	0.0	0.0	0.88102	0.10291	0.21626257400000004	1.0800000000000003	1.3505112869140814
Ashraf Aman:Candys Ashraf	0.0945	0.0	2.0E-5	0.88546	0.02003	0.21047182799999997	1.2345679012345678	1.3505112869140814
Ashraf Aman:Esther	0.0	0.0	0.0	2.6E-4	0.99974	5.198647999999999E-4	0.6799999999999999	1.3505112869140814
Ashraf Aman:Mohamed Aman	0.1403	0.0	1.0E-4	0.82823	0.03137	0.30234750619999995	1.5200000000000005	1.3505112869140814
Ashraf Aman:Muhammad Ashraf	0.16836	0.0	3.0E-5	0.77232	0.05929	0.3916790058	1.2600000000000007	1.3505112869140814
Ashraf Choudhary:Ashraf Haziq	0.0	0.0	0.0	0.87538	0.12462	0.21817971120000001	1.0800000000000003	1.3505112869140814
Ashraf Choudhary:Ashraf Laidi	0.00607	0.0	0.0	0.87156	0.12237	0.22685747640000004	1.1400000000000003	1.3505112869140814
Ashraf Choudhary:Dr Ashraf Choudhary	0.0	1.0	0.0	0.0	0.0	0.0	1.0000000000000002	1.3505112869140814
Ashraf Choudhary:Gurmeet Choudhary	0.00362	0.0	0.0	0.92342	0.07296	0.142487468	1.0600000000000003	1.3505112869140814
Ashraf Choudhary:Mohammed Nabeel Ashraf Choudhary-Reppin	0.59059	0.0	0.00107	0.38998	0.01837	0.5214119072	1.3000000000000005	1.3505112869140814
Ashraf Choudhary:Muhammad Ashraf	0.02778	0.0	0.0	0.89958	0.07263	0.1887243012	1.2345679012345678	1.3505112869140814
Ashraf Choudhary:Muhammad Ashraf Choudhary	0.00172	2.0E-4	0.99807	0.0	0.0	0.0038339648	1.4000000000000008	1.3505112869140814
Ashraf Choudhary:Mushref Mohi	1.1E-4	0.0	0.0	0.01866	0.98123	0.03705535	0.54	1.3505112869140814
Ashraf Choudhary:Noushafarin	0.0	0.0	0.0	3.5E-4	0.99965	6.99755E-4	0.64	1.3505112869140814
Ashraf Choudhary:Vishnu Choudhary	0.00627	0.0	0.0	0.853	0.14073	0.2543115084	0.8000000000000002	1.3505112869140814
Ashraf Pahlavi:Ali Pahlavi	0.14623	0.0	6.0E-5	0.83861	0.01511	0.2796650696	1.1600000000000004	1.3505112869140814
Ashraf Pahlavi:Ashraf Galal Eid	0.06805	0.0	7.0E-5	0.93108	8.0E-4	0.12869804140000002	1.0000000000000002	1.3505112869140814
Ashraf Pahlavi:Ashraf Haziq	0.90406	0.0	1.4E-4	0.09577	2.0E-5	0.17354659279999998	1.1000000000000003	1.3505112869140814
Ashraf Pahlavi:Ashraf Talaat	0.45338	0.0	0.00726	0.53924	1.2E-4	0.5115561367999999	0.78	1.3505112869140814
Ashraf Pahlavi:Ashraf Ul-Mulki Pahlavi	1.0E-4	2.4E-4	0.99965	0.0	0.0	6.79858E-4	0.5	1.3505112869140814
Ashraf Pahlavi:Farah Pahlavi	0.23984	0.0	0.00421	0.7451	0.01085	0.3988283018	1.3200000000000007	1.3505112869140814
Ashraf Pahlavi:Muhammad Ashraf	0.02353	0.0	0.0	0.93719	0.03929	0.12144652639999999	1.0800000000000003	1.3505112869140814
Ashraf Pahlavi:Prince Ali Reza Pahlavi	0.26979	0.0	0.10629	0.61652	0.0074	0.673963019	1.234567901234568	1.3505112869140814
Ashraf Pahlavi:Siavosh Rajizadeh	0.0	0.0	0.0	0.0	1.0	0.0	0.18	1.3505112869140814
Ashraf Pahlavi:Zimbio Farah Pahlavi	0.07659	0.0	3.0E-5	0.92193	0.00145	0.14445454440000005	0.9800000000000002	1.3505112869140814
Ashraf Qazi:Al-Shrafi	0.04714	0.0	0.0	0.15007	0.80279	0.40647207259999996	1.5800000000000007	1.3505112869140814
Ashraf Qazi:Ali Qazi	0.07604	0.0	0.0	0.9034	0.02056	0.1807904096	1.4000000000000004	1.3505112869140814
Ashraf Qazi:Ashraf Choukri	0.37669	0.0	0.01496	0.59408	0.01426	0.5340978392	1.1200000000000003	1.3505112869140814
Ashraf Qazi:Ashraf Kazi	0.0	0.98399	0.01601	0.0	0.0	0.0315073598	0.9000000000000001	1.3505112869140814
Ashraf Qazi:Ashraf Mohie El Din	0.05533	0.0	0.0	0.92149	0.02318	0.14982255739999997	1.0800000000000003	1.3505112869140814
Ashraf Qazi:Javed Ashraf Qazi	0.64421	0.0	0.00963	0.31801	0.02816	0.5264888963999999	1.4200000000000006	1.3505112869140814
Ashraf Qazi:Muhammad Ashraf	0.02323	0.0	0.0	0.37323	0.60353	0.5239312772	1.6400000000000006	1.3505112869140814
Ashraf Qazi:Sardar Zain Ali Qazi	0.00971	0.0	0.0	0.71864	0.27165	0.4149439868	1.1	1.3505112869140814
Ashraf Qazi:Shereena Qazi	0.06209	0.0	1.0E-5	0.87858	0.05932	0.22810945500000002	1.2400000000000007	1.3505112869140814
Ashraf Qazi:Siavosh Rajizadeh	4.0E-4	0.0	0.0	0.01732	0.98228	0.0356116832	1.48	1.3505112869140814
Ashtar Ausaf Ali:Al-Shrafi	1.1E-4	0.0	0.0	0.04791	0.95199	0.0916490976	1.3000000000000003	1.3505112869140814
Ashtar Ausaf Ali:Ashraf Ali Thanvi	0.13379	0.0	5.5E-4	0.84497	0.0207	0.27423105559999994	1.1200000000000003	1.3505112869140814
Ashtar Ausaf Ali:Ashtar Malik	7.7E-4	0.0	0.0	0.47987	0.51936	0.5007891950000001	0.8395061728395061	1.3505112869140814
Ashtar Ausaf Ali:Ausaf Harris	0.03358	0.0	1.0E-5	0.87715	0.08926	0.22752872840000002	1.2200000000000002	1.3505112869140814
Ashtar Ausaf Ali:Ausaf Pk	0.03799	0.0	7.0E-5	0.90154	0.0604	0.186866543	1.3000000000000003	1.3505112869140814
Ashtar Ausaf Ali:Jinn Ashtar	0.01789	0.0	0.0	0.83163	0.15048	0.290811435	1.1400000000000003	1.3505112869140814
Ashtar Ausaf Ali:Muhammad Ali	0.01913	0.0	3.0E-5	0.46431	0.51653	0.5370993052	1.3200000000000003	1.3505112869140814
Ashtar Ausaf Ali:Niaz Ausaf	0.09923	0.0	2.0E-5	0.89074	0.01001	0.198658474	1.2200000000000002	1.3505112869140814
Ashtar Ausaf Ali:Punjab Ashtar Ausaf Ali	0.0	0.0	1.0	0.0	0.0	0.0	0.96	1.3505112869140814
Ashtar Ausaf Ali:Tauseef Ali	6.0E-4	0.0	0.0	0.43803	0.56136	0.4936579416	0.7400000000000001	1.3505112869140814
Asif Mahmood:Asif Kapadia	0.00761	0.0	0.0	0.82533	0.16706	0.29340608859999995	1.2200000000000002	1.3505112869140814
Asif Mahmood:Asif Mahmood Malek	2.0E-4	0.0	0.9998	0.0	0.0	3.9992E-4	1.3000000000000003	1.3505112869140814
Asif Mahmood:Asif Mehmood	0.0	1.0	0.0	0.0	0.0	0.0	0.18	1.3505112869140814
Asif Mahmood:Asif Veena Malik	1.0E-4	0.0	0.0	0.68634	0.31356	0.4306802328	1.0200000000000002	1.3505112869140814
Asif Mahmood:Mahmood Ebrahim	0.01232	0.0	0.0	0.89563	0.09205	0.19149003020000002	1.2800000000000005	1.3505112869140814
Asif Mahmood:Mehmood	0.00281	0.0	0.99719	0.0	0.0	0.0056042078	1.1600000000000006	1.3505112869140814
Asif Mahmood:Mehmud	0.80478	0.0	0.17872	0.01609	4.2E-4	0.32687672319999983	1.6400000000000008	1.3505112869140814
Asif Mahmood:Mohamed Ahmad Mahmoud	0.0427	0.0	1.0E-5	0.84232	0.11496	0.2852769548	1.382716049382716	1.3505112869140814
Asif Mahmood:Safa Mahmood	0.14025	0.0	3.9E-4	0.85135	0.00801	0.2583921564	1.0800000000000003	1.3505112869140814
Asif Mahmood:Syed Asif Mahmood Gilani	0.64849	0.0	0.32229	0.02918	4.0E-5	0.49365069180000015	1.4600000000000006	1.3505112869140814
Assad Ahmed:Ahmed	0.17806	0.0	0.81492	0.00702	0.0	0.3155922264	0.8888888888888891	1.3505112869140814
Assad Ahmed:Ahmed Ali	0.46687	0.0	0.00327	0.49933	0.03053	0.5639312132000001	1.0800000000000003	1.3505112869140814
Assad Ahmed:Ahmed Assad	0.0	1.0	0.0	0.0	0.0	0.0	0.9600000000000004	1.3505112869140814
Assad Ahmed:Ahmed Zaki	0.00163	0.0	0.0	0.40737	0.591	0.4866926862	0.8395061728395061	1.3505112869140814
Assad Ahmed:Asad Ahmed	0.0	1.0	0.0	0.0	0.0	0.0	0.32	1.3505112869140814
Assad Ahmed:Clarice Assad	0.00501	0.0	0.0	0.48507	0.50991	0.5097630852	1.2345679012345678	1.3505112869140814
Assad Ahmed:Hafez Al-Assad	6.2E-4	0.0	0.0	0.93367	0.0657	0.1240049248	1.037037037037037	1.3505112869140814
Assad Ahmed:Leila Ahmed	0.00319	0.0	0.0	0.73815	0.25867	0.38988454720000004	0.7901234567901234	1.3505112869140814
Assad Ahmed:Mohammed Hamed	2.0E-5	0.0	0.0	0.01504	0.98494	0.029706391999999998	0.8395061728395063	1.3505112869140814
Assad Ahmed:Mr Assad Ahmed	0.0	1.0	0.0	0.0	0.0	0.0	0.6419753086419754	1.3505112869140814
Atif Bashir:Atif Aslam	0.11416	0.0	9.0E-5	0.87534	0.01041	0.22317712259999997	1.1600000000000006	1.3505112869140814
Atif Bashir:Atif Aslam Kuch	0.04055	0.0	0.0	0.86232	0.09713	0.2532029212	1.5000000000000007	1.3505112869140814
Atif Bashir:Bashir	2.0E-5	0.0	0.99998	0.0	0.0	3.99992E-5	0.74	1.3505112869140814
Atif Bashir:Bashir Jassim	0.02403	0.0	3.0E-5	0.85726	0.11868	0.2562123462	1.3200000000000005	1.3505112869140814
Atif Bashir:Dr Atif Bashir	0.0021	0.64498	0.35291	1.0E-5	0.0	0.4621926948	0.888888888888889	1.3505112869140814
Atif Bashir:Julian Subatoi Bashir	0.16544	0.0	1.0E-5	0.77614	0.05841	0.3861691385999999	1.3200000000000007	1.3505112869140814
Atif Bashir:Latif Nasir	0.26962	0.0	1.0E-5	0.72021	0.01016	0.4139928748	1.2600000000000007	1.3505112869140814
Atif Bashir:Martin Bashir	0.20834	0.0	0.0	0.78905	0.00261	0.3350752646000001	1.1200000000000003	1.3505112869140814
Atif Bashir:Omar Hassan Al-Bashir	0.08377	0.0	2.6E-4	0.76453	0.15143	0.41145097880000003	1.432098765432099	1.3505112869140814
Atif Bashir:Waltz Bashir	0.38886	0.0	6.3E-4	0.55285	0.05766	0.5855049348000001	1.4200000000000006	1.3505112869140814
Atif Butt:Abdullatif	8.3E-4	0.0	0.0	0.03503	0.96414	0.07080674299999999	1.26	1.3505112869140814
Atif Butt:Atif Aslam Kuch	0.02875	0.0	0.0	0.89425	0.07699	0.19796984	1.0200000000000002	1.3505112869140814
Atif Butt:Atif Aslam Lambi Judai	0.01682	0.0	0.0	0.91267	0.07051	0.16415085499999998	0.92	1.3505112869140814
Atif Butt:Atif Aslam Sur Kshetra	0.06176	0.0	0.0	0.91967	0.01856	0.15232085120000002	0.9200000000000002	1.3505112869140814
Atif Butt:Atif Memon	0.08292	0.0	1.0E-5	0.91495	0.00212	0.15635624119999994	0.8200000000000001	1.3505112869140814
Atif Butt:Atif Saeed	0.0334	0.0	0.0	0.96143	0.00517	0.07485542220000001	0.9000000000000001	1.3505112869140814
Atif Butt:Latif	2.8E-4	0.0	0.0	0.03009	0.96963	0.059455169399999994	0.8200000000000001	1.3505112869140814
Atif Butt:Latifi	1.7E-4	0.0	0.0	0.00947	0.99036	0.019434082999999998	0.6799999999999999	1.3505112869140814
Atif Butt:Mohammad Atif Aslam	0.07811	0.0	1.0E-4	0.90121	0.02059	0.1847204536	0.8888888888888888	1.3505112869140814
Atif Butt:Muhammed Atif Butt	0.0	1.0	0.0	0.0	0.0	0.0	0.8200000000000002	1.3505112869140814
Atif Rauf:Abdul Rauf	0.15626	0.0	0.0	0.84374	0.0	0.2636856248	1.5867346938775504	1.3505112869140814
Atif Rauf:Atif Aslam Kuch	0.0	0.0	0.0	1.0	0.0	0.0	1.1082045184304405	1.3505112869140814
Atif Rauf:Atif Memon	0.0	0.0	0.0	1.0	0.0	0.0	1.1034482758620694	1.3505112869140814
Atif Rauf:Atif Rais Khan	1.7E-4	0.0	0.0	0.99983	0.0	3.3994220000000005E-4	1.217598097502973	1.3505112869140814
Atif Rauf:Atif Raufs	0.0	1.0	0.0	0.0	0.0	0.0	0.8577777777777778	1.3505112869140814
Atif Rauf:Atif Zeeshan Rauf	0.0	0.0	1.0	0.0	0.0	0.0	1.22	1.3505112869140814
Atif Rauf:Michael Rauf	0.02477	0.0	0.0	0.97523	0.0	0.048312894200000005	1.1311111111111114	1.3505112869140814
Atif Rauf:Mohammad Atif Aslam	0.0	0.0	0.0	1.0E-5	0.99999	1.99998E-5	1.3088888888888888	1.3505112869140814
Atif Rauf:Muhammad Atif Rauf	0.0	0.0	1.0	0.0	0.0	0.0	1.1599999999999997	1.3505112869140814
Atif Rauf:Robert Rauf Jr	0.0	0.0	0.0	0.0109	0.9891	0.02156238	1.1747919143876342	1.3505112869140814
Atiq Rahimi:Atiq	1.0E-5	0.00565	0.99433	0.0	0.0	0.011256041599999999	0.7400000000000001	1.3505112869140814
Atiq Rahimi:Atiq Liusie	0.19286	0.0	0.0	0.79582	0.01132	0.33371375600000003	1.0800000000000003	1.3505112869140814
Atiq Rahimi:Atiq Lucas	0.30229	0.0	1.0E-4	0.68865	0.00896	0.4398599926	1.2600000000000005	1.3505112869140814
Atiq Rahimi:Dr Atiq	0.43805	0.0	6.4E-4	0.5605	8.1E-4	0.49538003640000006	0.5	1.3505112869140814
Atiq Rahimi:Ike Rahimi	0.27729	0.0	0.00198	0.70375	0.01698	0.43989205259999997	1.2200000000000004	1.3505112869140814
Atiq Rahimi:Rahimi	0.04901	0.0	0.95068	3.1E-4	0.0	0.09439488299999998	0.92	1.3505112869140814
Atiq Rahimi:Reza Rahimi Tabar	0.07839	0.0	2.0E-5	0.78788	0.13371	0.3762270148	1.6200000000000006	1.3505112869140814
Atiq Rahimi:Robabeh Rahimi Darabad	0.0079	0.0	0.0	0.70732	0.28478	0.42303588319999996	1.1600000000000001	1.3505112869140814
Atiq Rahimi:Shadi Rahimi	0.2094	0.0	1.0E-5	0.76598	0.02461	0.3791435994000001	1.0000000000000002	1.3505112869140814
Atiq Rahimi:Shehla Atiq	0.03435	0.0	0.0	0.93339	0.03226	0.12877873979999999	1.1400000000000003	1.3505112869140814
Atiq Ullah:Aladdin Ullah	1.0	0.0	0.0	0.0	0.0	0.0	1.2999999999999998	1.3505112869140814
Atiq Ullah:Ateequllah	0.0	1.0	0.0	0.0	0.0	0.0	0.9322235434007139	1.3505112869140814
Atiq Ullah:Atiq Ahmed	0.00268	0.0	0.0	0.99732	0.0	0.0053456352	1.3954081632653055	1.3505112869140814
Atiq Ullah:Atiqullah	0.0	1.0	0.0	0.0	0.0	0.0	0.9923469387755102	1.3505112869140814
Atiq Ullah:Fathollah	2.3E-4	0.0	0.0	0.99641	0.00336	0.007157315000000001	1.1533333333333333	1.3505112869140814
Atiq Ullah:Hayat Ullah Khan	0.0	0.0	0.0	0.99572	0.00428	0.0085233632	1.2133333333333332	1.3505112869140814
Atiq Ullah:Kullab	0.0	0.0	0.0	8.0E-5	0.99992	1.599872E-4	1.0459183673469383	1.3505112869140814
Atiq Ullah:Qudratullah Shahab	0.0	0.0	0.0	0.0	1.0	0.0	1.0986920332936985	1.3505112869140814
Atiq Ullah:Shah Wali Ullah	0.0	0.0	0.0	0.45536	0.54464	0.4960145408	1.1844444444444444	1.3505112869140814
Atiq Ullah:Vicki Ullah	0.0	0.0	0.0	1.0	0.0	0.0	1.3266666666666662	1.3505112869140814
Ayaz Latif Palijo:Abdelatif Al Mayah	2.1E-4	0.0	0.0	0.14117	0.85862	0.24320330299999998	1.32	1.3505112869140814
Ayaz Latif Palijo:Ali Latifi	0.01463	0.0	0.0	0.91849	0.06688	0.1536460574	1.1600000000000004	1.3505112869140814
Ayaz Latif Palijo:Ali Mohammad Palijo	0.00134	0.0	0.0	0.68643	0.31223	0.432161263	1.1400000000000001	1.3505112869140814
Ayaz Latif Palijo:Ayaz Latif Palijo Je Agwani	0.0	4.1E-4	0.99959	0.0	0.0	8.196637999999999E-4	1.1600000000000001	1.3505112869140814
Ayaz Latif Palijo:Ayaz Malik	0.00399	0.0	0.0	0.5206	0.47541	0.5067388236	0.8400000000000001	1.3505112869140814
Ayaz Latif Palijo:Ayaz Mutalibov	0.006	0.0	0.0	0.70012	0.29387	0.4269428488	0.74	1.3505112869140814
Ayaz Latif Palijo:Ghulam Qadir Palijo	0.00687	0.0	0.0	0.83467	0.15846	0.280346463	0.7901234567901234	1.3505112869140814
Ayaz Latif Palijo:Rasul Bux Palijo	0.00151	0.0	0.0	0.5128	0.4857	0.5026162040000001	1.0200000000000002	1.3505112869140814
Ayaz Latif Palijo:Samiullah Palijo	0.00235	0.0	0.0	0.87298	0.12467	0.2229437372	1.0200000000000002	1.3505112869140814
Ayaz Latif Palijo:Shakeel Palijo	0.0094	0.0	0.0	0.88537	0.10523	0.2069365742	0.9800000000000002	1.3505112869140814
Ayesha Khan:Aisha Khan	0.0	1.0	0.0	0.0	0.0	0.0	1.2133333333333336	1.3505112869140814
Ayesha Khan:Aishat	0.0	0.0	0.0	0.0	1.0	0.0	1.228888888888889	1.3505112869140814
Ayesha Khan:Ayesha Ahmad	0.96317	0.0	0.0	0.03683	0.0	0.0709471022	1.4078478002378125	1.3505112869140814
Ayesha Khan:Bacha Khan	0.0	0.0	0.0	1.0	0.0	0.0	1.1266666666666665	1.3505112869140814
Ayesha Khan:Clawson	0.0	0.0	0.0	0.0	1.0	0.0	0.6373365041617123	1.3505112869140814
Ayesha Khan:Khan	1.0	0.0	0.0	0.0	0.0	0.0	1.1066666666666667	1.3505112869140814
Ayesha Khan:Mccoy James Doohan	0.0	0.0	0.0	0.0	1.0	0.0	1.2556480380499409	1.3505112869140814
Ayesha Khan:Shakhawan	0.0	0.0	0.0	1.0E-5	0.99999	1.99998E-5	1.255648038049941	1.3505112869140814
Ayesha Khan:Socha	0.0	0.0	0.0	0.0	1.0	0.0	0.9417360285374555	1.3505112869140814
Ayesha Khan:Somaya Adnan	0.0	0.0	0.0	0.0	1.0	0.0	0.8513674197384067	1.3505112869140814
Ayesha Sana:Ali Shayegan	1.6E-4	0.0	0.0	0.22779	0.77205	0.3522975438	1.12	1.3505112869140814
Ayesha Sana:Ali Sina	0.09185	0.0	0.0	0.1587	0.74945	0.54237655	1.28125	1.3505112869140814
Ayesha Sana:Asma Assad	0.0	0.0	0.0	3.9E-4	0.99961	7.796958E-4	0.19753086419753088	1.3505112869140814
Ayesha Sana:Ayesha Ahmad	0.00864	0.0	0.0	0.92395	0.06741	0.1428624846	0.8395061728395061	1.3505112869140814
Ayesha Sana:Ayesha D'mello	0.05923	0.0	3.0E-5	0.82549	0.11525	0.31549137799999993	1.2839506172839505	1.3505112869140814
Ayesha Sana:Ayesha Harruna Attah	3.0E-4	0.0	0.0	0.54001	0.45968	0.49733921559999994	0.6799999999999999	1.3505112869140814
Ayesha Sana:Ayesha-Sana	0.0	1.0	0.0	0.0	0.0	0.0	0.42000000000000004	1.3505112869140814
Ayesha Sana:Clawson	0.0	0.0	0.0	1.7E-4	0.99983	3.3994220000000005E-4	0.6	1.3505112869140814
Ayesha Sana:Mohammad Sayed Hasan	0.0053	0.0	0.0	0.015	0.97969	0.05031912799999999	1.580246913580247	1.3505112869140814
Ayesha Sana:Saletek	0.0	0.0	0.0	2.0E-4	0.9998	3.9992E-4	1.1600000000000001	1.3505112869140814
Azam Khan:Azam Meo	0.00244	0.0	0.0	0.69123	0.30633	0.429851955	0.8000000000000002	1.3505112869140814
Azam Khan:Ejaz Ahmad Khan	0.00724	0.0	0.0	0.86491	0.12785	0.23738391979999998	1.4000000000000004	1.3505112869140814
Azam Khan:Khan	0.13178	0.0	0.86817	5.0E-5	0.0	0.2290016972	1.02	1.3505112869140814
Azam Khan:Khan Zaman	0.02745	0.0	0.0	0.94522	0.02733	0.10655913720000001	1.1600000000000004	1.3505112869140814
Azam Khan:Kublai Khan	0.00107	0.0	0.0	0.71326	0.28567	0.41026301239999996	1.0200000000000002	1.3505112869140814
Azam Khan:Mahbubul Haque Khan	5.2E-4	0.0	0.0	0.74002	0.25946	0.3853204760000001	0.8400000000000001	1.3505112869140814
Azam Khan:Mo	0.0	0.0	0.0	0.00166	0.99834	0.0033144888000000003	0.7399999999999999	1.3505112869140814
Azam Khan:Mohammed Azam Khan	5.7E-4	0.0	0.99943	0.0	0.0	0.0011393502	1.0400000000000003	1.3505112869140814
Azam Khan:Naeem Khan	0.00397	0.0	0.0	0.78915	0.20688	0.3360698094	1.08	1.3505112869140814
Azam Khan:Omar Azam	0.03086	0.0	0.0	0.84882	0.12032	0.27150151599999994	1.1600000000000004	1.3505112869140814
Azar Majedi:Amir Hamed Majedi	0.44749	0.0	0.03236	0.46172	0.05843	0.6718454859999999	1.4320987654320987	1.3505112869140814
Azar Majedi:Azar Majedi Azar	0.0	1.0E-5	0.99999	0.0	0.0	1.99998E-5	1.2600000000000005	1.3505112869140814
Azar Majedi:Azar Nafisi	0.20636	0.0	0.0	0.76381	0.02983	0.3854314429999999	1.3000000000000005	1.3505112869140814
Azar Majedi:Gul Padshah Majedi	0.00635	0.0	0.0	0.80387	0.18978	0.3201464582	1.2800000000000005	1.3505112869140814
Azar Majedi:Islam Azar Majedi	0.00273	0.0	0.99727	0.0	0.0	0.005445094199999999	1.5000000000000002	1.3505112869140814
Azar Majedi:Mazari	0.00107	0.0	0.0	0.26007	0.73886	0.38802951100000005	1.1400000000000001	1.3505112869140814
Azar Majedi:Mohammad Majedi	0.0652	0.0	0.0	0.91823	0.01657	0.1544887902	1.1200000000000003	1.3505112869140814
Azar Majedi:Qamar Zaidi	0.0	0.0	0.0	0.00377	0.99623	0.007511574199999999	0.7901234567901235	1.3505112869140814
Azar Majedi:Reza Majedi	0.85903	0.0	0.00664	0.13421	1.2E-4	0.24600269419999996	1.4200000000000006	1.3505112869140814
Azar Majedi:Shibley Azar	0.00345	0.0	0.0	0.39941	0.59714	0.4880038358	1.02	1.3505112869140814
Azhar Mahmood:Azeem Azhar	0.03497	0.0	0.0	0.80755	0.15748	0.33285429739999994	1.3200000000000003	1.3505112869140814
Azhar Mahmood:Azhar Mahmood Sagar	0.00143	0.0	0.99857	0.0	0.0	0.0028559102	1.3000000000000003	1.3505112869140814
Azhar Mahmood:Azhar Mehmood	0.0	1.0	0.0	0.0	0.0	0.0	0.5	1.3505112869140814
Azhar Mahmood:Ezhar Mahmood Ridha	0.71747	0.0	0.00171	0.2804	4.2E-4	0.4081740542	1.4200000000000006	1.3505112869140814
Azhar Mahmood:Mahmood Alam	0.00392	0.0	0.0	0.84853	0.14755	0.25936726219999995	1.2800000000000005	1.3505112869140814
Azhar Mahmood:Mahmood Ebrahim	0.01792	0.0	0.0	0.61225	0.36983	0.5013092894	1.1	1.3505112869140814
Azhar Mahmood:Mahomoud	0.68944	0.0	0.306	0.00456	0.0	0.4338064128000001	0.78	1.3505112869140814
Azhar Mahmood:Mehmood	0.27831	0.0	0.72133	3.7E-4	0.0	0.4027802224	1.1400000000000001	1.3505112869140814
Azhar Mahmood:Mehmud	0.96944	0.0	0.02819	0.00237	0.0	0.05951941400000001	1.2000000000000006	1.3505112869140814
Azhar Mahmood:Suhaila Mahmood	0.0233	0.0	0.0	0.83074	0.14596	0.29482557680000004	1.2200000000000002	1.3505112869140814
Aziz Ahmed Khan:Ahmed Osman	0.02757	0.0	0.0	0.70216	0.27027	0.44806804440000003	1.4800000000000004	1.3505112869140814
Aziz Ahmed Khan:Ahmed Othman	4.7E-4	0.0	0.0	0.10085	0.89868	0.1830480734	1.0000000000000002	1.3505112869140814
Aziz Ahmed Khan:Aziz Ahmad Khan	0.0	1.0	0.0	0.0	0.0	0.0	0.18	1.3505112869140814
Aziz Ahmed Khan:Aziz Album	0.16055	0.0	4.0E-5	0.82687	0.01254	0.2944471974000001	1.02	1.3505112869140814
Aziz Ahmed Khan:Aziz Huq	0.2107	0.0	0.00195	0.77788	0.00946	0.3574888855999999	1.5802469135802468	1.3505112869140814
Aziz Ahmed Khan:Ejaz Ahmad Khan	0.39983	0.0	0.00375	0.59349	0.00293	0.4947210724	1.5600000000000003	1.3505112869140814
Aziz Ahmed Khan:Leila Ahmed	0.00212	0.0	0.0	0.23411	0.76376	0.36507701840000006	1.3400000000000003	1.3505112869140814
Aziz Ahmed Khan:Nabiel Ahmed	0.01251	0.0	0.0	0.36061	0.62688	0.49250993099999996	0.9876543209876543	1.3505112869140814
Aziz Ahmed Khan:Naeem Khan	2.1E-4	0.0	0.0	0.07918	0.92061	0.14659436760000003	0.8600000000000001	1.3505112869140814
Aziz Ahmed Khan:Syed Ahmed Khan	0.66281	0.0	1.2E-4	0.33647	6.0E-4	0.44834688139999995	0.8600000000000003	1.3505112869140814
Aziz Asli:Abdulaziz Al-Shuabi	0.0	0.0	0.0	0.0	1.0	0.0	1.0799999999999998	1.3505112869140814
Aziz Asli:Asli	2.1E-4	0.0	0.99979	0.0	0.0	4.199118E-4	1.141498216409037	1.3505112869140814
Aziz Asli:Asli Bayram	0.0	0.0	0.0	0.99994	6.0E-5	1.1999280000000001E-4	1.3079667063020213	1.3505112869140814
Aziz Asli:Asli Demirg	0.0	0.0	0.0	1.0	0.0	0.0	1.3555291319857317	1.3505112869140814
Aziz Asli:Aziz Ahmed	0.65317	0.0	0.0	0.34683	0.0	0.45307790220000005	1.2422222222222221	1.3505112869140814
Aziz Asli:Aziz Ali	0.0	0.0	1.0	0.0	0.0	0.0	1.037037037037037	1.3505112869140814
Aziz Asli:Aziz-Asli	0.0	1.0	0.0	0.0	0.0	0.0	0.5	1.3505112869140814
Aziz Asli:Aziza	0.99996	0.0	0.0	4.0E-5	0.0	7.99968E-5	1.284444444444444	1.3505112869140814
Aziz Asli:Azizullah	0.0	0.0	0.0	0.99999	0.0	0.0	1.2466666666666666	1.3505112869140814
Aziz Asli:Ejaz Aslam	0.0	0.0	0.0	5.0E-5	0.99995	9.999500000000001E-5	1.1488888888888886	1.3505112869140814
Babak Amini:Abu Bakir Jamaludinovich	0.0	0.0	0.0	0.00101	0.99899	0.0020179598	1.1658163265306116	1.3505112869140814
Babak Amini:Amini	0.0	0.0	1.0	0.0	0.0	0.0	1.166666666666667	1.3505112869140814
Babak Amini:Amini Silatolu	9.3E-4	0.0	0.0	0.99905	1.0E-5	0.0018782512000000003	1.3032104637336506	1.3505112869140814
Babak Amini:Arash Ali Amini	0.0	0.0	0.0	0.99999	1.0E-5	1.99998E-5	1.153333333333333	1.3505112869140814
Babak Amini:Babak Emanuel	0.00618	0.0	0.0	0.99382	0.0	0.0122836152	1.0	1.3505112869140814
Babak Amini:Babak Zand	0.0	0.0	0.0	0.99947	5.3E-4	0.0010594381999999999	1.3079667063020217	1.3505112869140814
Babak Amini:Babaker	8.8E-4	0.0	0.0	0.99315	0.00596	0.0136072712	1.2399999999999998	1.3505112869140814
Babak Amini:Fari Amini	5.0E-5	0.0	0.0	0.99995	0.0	9.999500000000001E-5	1.1800000000000002	1.3505112869140814
