1	1
2	1
3	1
4	0
5	1
6	0
7	1
8	1
9	1
10	0
11	0
12	0
13	0
14	1
15	0
16	1
17	0
18	0
19	0
20	1
21	1
22	1
23	0
24	1
25	0
26	0
27	1
28	0
29	1
30	1
31	1
32	0
33	0
34	1
35	0
36	0
37	1
38	1
39	1
40	0
41	1
42	1
43	1
44	1
45	1
46	0
47	0
48	1
49	0
50	0
51	1
52	1
53	0
54	1
55	0
56	0
57	0
58	1
59	0
60	0
61	1
62	0
63	0
64	1
65	0
66	1
67	1
68	0
69	1
70	0
71	0
72	0
73	1
74	0
75	1
76	1
77	1
78	0
79	0
80	0
81	1
82	1
83	0
84	1
85	1
86	0
87	1
88	0
89	1
90	0
91	0
92	1
93	1
94	1
95	1
96	0
97	0
98	1
99	1
100	1
101	1
102	1
103	1
104	1
105	1
106	0
107	1
108	1
109	1
110	0
111	0
112	1
113	0
114	0
115	1
116	1
117	0
118	1
119	1
120	0
121	1
122	1
123	1
124	1
125	0
126	0
127	0
128	1
129	1
130	1
131	0
132	1
133	1
134	0
135	0
136	1
137	0
138	1
139	1
140	1
141	0
142	0
143	1
144	1
145	1
146	0
147	1
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	1
158	0
159	0
160	0
161	0
162	1
163	1
164	1
165	0
166	0
167	1
168	1
169	0
170	0
171	1
172	1
173	1
174	1
175	0
176	0
177	1
178	0
179	0
180	1
181	0
182	1
183	1
184	1
185	0
186	0
187	1
188	1
189	1
190	1
191	1
192	1
193	1
194	0
195	1
196	1
197	1
198	1
199	0
200	0
201	0
202	0
203	1
204	0
205	0
206	1
207	1
208	1
209	0
210	0
211	1
212	1
213	1
214	0
215	1
216	1
217	1
218	0
219	0
220	1
221	1
222	0
223	0
224	1
225	0
226	1
227	0
228	0
229	1
230	0
231	0
232	1
233	0
234	0
235	0
236	0
237	1
238	0
239	0
240	0
241	1
242	1
243	1
244	0
245	1
246	0
247	0
248	0
249	1
250	1
251	0
252	0
253	1
254	1
255	0
256	1
257	0
258	1
259	0
260	1
261	0
262	0
263	1
264	1
265	1
266	0
267	0
268	1
269	1
270	1
271	0
272	0
273	0
274	0
275	0
276	0
277	1
278	1
279	1
280	0
281	0
282	1
283	0
284	1
285	0
286	1
287	1
288	0
289	1
290	0
291	0
292	0
293	0
294	0
295	1
296	0
297	1
298	0
299	1
300	0
301	0
302	1
303	0
304	0
305	1
306	0
307	1
308	0
309	1
310	0
311	0
312	1
313	1
314	0
315	1
316	1
317	0
318	0
319	0
320	0
321	1
322	1
323	0
324	0
325	1
326	0
327	1
328	0
329	0
330	1
331	0
332	1
333	1
334	1
335	0
336	0
337	0
338	0
339	0
340	0
341	1
342	0
343	0
344	1
345	0
346	1
347	0
348	0
349	0
350	1
351	1
352	0
353	0
354	0
355	1
356	0
357	0
358	1
359	1
360	1
361	0
362	0
363	1
364	1
365	0
366	1
367	0
368	1
369	0
370	1
371	0
372	0
373	1
374	1
375	0
376	1
377	0
378	0
379	0
380	0
381	1
382	1
383	0
384	1
385	1
386	0
387	1
388	1
389	0
390	1
391	1
392	0
393	0
394	1
395	0
396	1
397	1
398	1
399	1
400	1
401	0
402	0
403	1
404	0
405	0
406	0
407	0
408	1
409	0
410	1
411	0
412	0
413	0
414	0
415	0
416	0
417	1
418	1
419	0
420	1
421	1
422	0
423	0
424	1
425	1
426	1
427	0
428	0
429	1
430	1
431	1
432	1
433	1
434	0
435	1
436	0
437	1
438	1
439	1
440	0
441	1
442	1
443	0
444	0
445	0
446	1
447	0
448	0
449	1
450	0
451	1
452	0
453	0
454	0
455	0
456	0
457	1
458	1
459	1
460	1
461	0
462	1
463	1
464	1
465	0
466	0
467	1
468	1
469	1
470	0
471	1
472	1
473	1
474	0
475	1
476	1
477	1
478	0
479	1
480	0
481	1
482	1
483	1
484	0
485	1
486	1
487	0
488	0
489	0
490	1
491	0
492	0
493	1
494	0
495	0
496	0
497	1
498	1
499	1
500	0
501	0
502	1
503	1
504	0
505	0
506	0
507	0
508	1
509	0
510	1
511	1
512	0
513	1
514	1
515	0
516	1
517	1
518	0
519	0
520	1
521	0
522	1
523	0
524	0
525	0
526	1
527	1
528	0
529	0
530	1
531	1
532	0
533	1
534	1
535	1
536	0
537	0
538	0
539	0
540	1
541	1
542	0
543	0
544	1
545	1
546	1
547	1
548	0
549	0
550	1
551	1
552	1
553	1
554	1
555	0
556	0
557	0
558	0
559	1
560	0
561	0
562	0
563	0
564	0
565	1
566	1
567	0
568	1
569	0
570	0
571	0
572	0
573	0
574	1
575	0
576	1
577	0
578	0
579	1
580	1
581	1
582	1
583	0
584	1
585	1
586	1
587	0
588	1
589	1
590	0
591	0
592	0
593	0
594	0
595	1
596	0
597	0
598	1
599	1
600	1
601	1
602	0
603	0
