604	0
605	0
606	0
607	1
608	0
609	1
610	0
611	1
612	1
613	1
614	1
615	1
616	0
617	0
618	1
619	1
620	0
621	0
622	0
623	0
624	1
625	0
626	1
627	0
628	1
629	1
630	0
631	1
632	0
633	1
634	0
635	1
636	0
637	0
638	0
639	0
640	1
641	0
642	0
643	0
644	1
645	1
646	1
647	1
648	1
649	0
650	0
651	1
652	0
653	0
654	1
655	0
656	1
657	0
658	0
659	0
660	0
661	1
662	0
663	1
664	1
665	0
666	0
667	1
668	0
669	1
670	1
671	0
672	0
673	0
674	1
675	0
676	0
677	0
678	0
679	1
680	0
681	1
682	1
683	1
684	1
685	0
686	0
687	1
688	1
689	0
690	1
691	1
692	1
693	1
694	0
695	1
696	1
697	0
698	0
699	0
700	1
701	1
702	0
703	1
704	1
705	1
706	1
707	1
708	1
709	1
710	1
711	0
712	1
713	1
714	1
715	1
716	0
717	0
718	1
719	1
720	0
721	1
722	1
723	0
724	1
725	1
726	1
727	1
728	0
729	1
730	0
731	0
732	0
733	0
734	1
735	1
736	0
737	1
738	1
739	0
740	0
741	1
742	1
743	0
744	0
745	1
746	0
747	0
748	1
749	0
750	0
751	1
752	0
753	1
754	0
755	1
756	1
757	1
758	0
759	1
760	0
761	0
762	0
763	1
764	1
765	1
766	1
767	1
768	0
769	0
770	0
771	0
772	0
773	0
774	1
775	0
776	0
777	1
778	1
779	0
780	0
781	1
782	1
783	0
784	1
785	1
786	1
787	0
788	0
789	0
790	1
791	0
792	1
793	1
794	0
795	0
796	1
797	1
798	0
799	0
800	1
801	1
802	0
803	0
804	0
805	0
806	1
807	1
808	1
809	0
810	0
811	0
812	1
813	0
814	1
815	1
816	0
817	0
818	0
819	0
820	1
821	1
822	1
823	0
824	1
825	1
826	1
827	1
828	0
829	1
830	1
831	1
832	0
833	0
834	1
835	1
836	0
837	0
838	0
839	1
840	0
841	1
842	0
843	0
844	1
845	1
846	1
847	0
848	1
849	0
850	1
851	0
852	1
853	0
854	1
855	1
856	0
857	1
858	0
859	1
860	1
861	1
862	0
863	0
864	1
865	1
866	0
867	0
868	0
869	1
870	0
871	0
872	1
873	1
874	0
875	0
876	0
877	0
878	0
879	0
880	0
881	0
882	1
883	0
884	0
885	1
886	0
887	1
888	1
889	0
890	0
891	0
892	0
893	1
894	1
895	1
896	1
897	0
898	0
899	0
900	1
901	1
902	0
903	0
904	0
905	0
906	1
907	1
908	0
909	0
910	1
911	0
912	0
913	1
914	1
915	1
916	1
917	0
918	0
919	0
920	1
921	0
922	0
923	0
924	1
925	1
926	1
927	1
928	0
929	0
930	0
931	0
932	0
933	1
934	0
935	0
936	1
937	0
938	0
939	0
940	0
941	1
942	1
943	0
944	0
945	1
946	0
947	1
948	0
949	0
950	1
951	1
952	0
953	0
954	0
955	0
956	0
957	0
958	0
959	1
960	0
961	1
962	1
963	1
964	1
965	0
966	0
967	1
968	0
969	1
970	1
971	1
972	0
973	1
974	1
975	0
976	0
977	0
978	0
979	1
980	0
981	0
982	0
983	0
984	0
985	1
986	1
987	0
988	0
989	1
990	1
991	0
992	1
993	1
994	0
995	1
996	0
997	1
998	0
999	1
1000	0
